"New Jersey","Burlington County","Bass River Township",39.6593,-74.4448
"New Jersey","Burlington County","Beverly City",40.0653,-74.922
"New Jersey","Burlington County","Bordentown City",40.1492,-74.7085
"New Jersey","Burlington County","Bordentown Township",40.142,-74.7095
"New Jersey","Burlington County","Burlington City",40.0785,-74.8523
"New Jersey","Burlington County","Burlington Township",40.064,-74.8394
"New Jersey","Burlington County","Chesterfield Township",40.1162,-74.6453
"New Jersey","Burlington County","Cinnaminson Township",40.0007,-74.993
"New Jersey","Burlington County","Delanco Township",40.0492,-74.9462
"New Jersey","Burlington County","Delran Township",40.0171,-74.9495
"New Jersey","Burlington County","Eastampton Township",40.001,-74.7553
"New Jersey","Burlington County","Edgewater Park Township",40.054,-74.9117
"New Jersey","Burlington County","Evesham Township",39.8603,-74.8946
"New Jersey","Burlington County","Fieldsboro Borough",40.1359,-74.7321
"New Jersey","Burlington County","Florence Township",40.0978,-74.7887
"New Jersey","Burlington County","Hainesport Township",39.9766,-74.8371
"New Jersey","Burlington County","Lumberton Township",39.9568,-74.8034
"New Jersey","Burlington County","Mansfield Township",40.0853,-74.7147
"New Jersey","Burlington County","Maple Shade Township",39.952,-74.995
"New Jersey","Burlington County","Medford Lakes Borough",39.8582,-74.8054
"New Jersey","Burlington County","Medford Township",39.8639,-74.823
"New Jersey","Burlington County","Moorestown Township",39.9785,-74.9412
"New Jersey","Burlington County","Mount Holly Township",39.995,-74.7864
"New Jersey","Burlington County","Mount Laurel Township",39.9484,-74.9048
"New Jersey","Burlington County","New Hanover Township",40.0157,-74.5743
"New Jersey","Burlington County","North Hanover Township",40.0798,-74.5864
"New Jersey","Burlington County","Palmyra Borough",40.0025,-75.035
"New Jersey","Burlington County","Pemberton Borough",39.9714,-74.6857
"New Jersey","Burlington County","Pemberton Township",39.9562,-74.6002
"New Jersey","Burlington County","Riverside Township",40.0359,-74.9563
"New Jersey","Burlington County","Riverton Borough",40.0114,-75.0146
"New Jersey","Burlington County","Shamong Township",39.7782,-74.7271
"New Jersey","Burlington County","Southampton Township",39.9141,-74.7173
"New Jersey","Burlington County","Springfield Township",40.0371,-74.7104
"New Jersey","Burlington County","Tabernacle Township",39.8192,-74.6555
"New Jersey","Burlington County","Washington Township",39.6834,-74.5717
"New Jersey","Burlington County","Westampton Township",40.0168,-74.8213
"New Jersey","Burlington County","Willingboro Township",40.0281,-74.8882
"New Jersey","Burlington County","Woodland Township",39.8409,-74.5161
"New Jersey","Burlington County","Wrightstown Borough",40.0267,-74.6321
"New Jersey","Camden County","Audubon Borough",39.8906,-75.0722
"New Jersey","Camden County","Audubon Park Borough",39.897,-75.089
"New Jersey","Camden County","Barrington Borough",39.869,-75.0513
"New Jersey","Camden County","Bellmawr Borough",39.8665,-75.0941
"New Jersey","Camden County","Berlin Borough",39.7915,-74.9375
"New Jersey","Camden County","Berlin Township",39.8054,-74.9257
"New Jersey","Camden County","Brooklawn Borough",39.8788,-75.1208
"New Jersey","Camden County","Camden City",39.9364,-75.1074
"New Jersey","Camden County","Cherry Hill Township",39.9034,-74.9947
"New Jersey","Camden County","Chesilhurst Borough",39.7308,-74.8785
"New Jersey","Camden County","Clementon Borough",39.8047,-74.985
"New Jersey","Camden County","Collingswood Borough",39.916,-75.076
"New Jersey","Camden County","Gibbsboro Borough",39.8333,-74.9657
"New Jersey","Camden County","Gloucester City",39.8923,-75.1172
"New Jersey","Camden County","Gloucester Township",39.7924,-75.0363
"New Jersey","Camden County","Haddon Heights Borough",39.8792,-75.0645
"New Jersey","Camden County","Haddon Township",39.9064,-75.0626
"New Jersey","Camden County","Haddonfield Borough",39.8955,-75.0347
"New Jersey","Camden County","Hi-Nella Borough",39.8367,-75.022
"New Jersey","Camden County","Laurel Springs Borough",39.8213,-75.0052
"New Jersey","Camden County","Lawnside Borough",39.8673,-75.0288
"New Jersey","Camden County","Lindenwold Borough",39.8173,-74.9898
"New Jersey","Camden County","Magnolia Borough",39.8562,-75.0363
"New Jersey","Camden County","Merchantville Borough",39.9503,-75.0502
"New Jersey","Camden County","Mount Ephraim Borough",39.8807,-75.0912
"New Jersey","Camden County","Oaklyn Borough",39.9025,-75.0813
"New Jersey","Camden County","Pennsauken Township",39.9651,-75.0565
"New Jersey","Camden County","Pine Hill Borough",39.7879,-74.9857
"New Jersey","Camden County","Pine Valley Borough",39.7871,-74.9744
"New Jersey","Camden County","Runnemede Borough",39.8521,-75.0742
"New Jersey","Camden County","Somerdale Borough",39.8454,-75.0217
"New Jersey","Camden County","Stratford Borough",39.829,-75.0156
"New Jersey","Camden County","Tavistock Borough",39.8757,-75.0271
"New Jersey","Camden County","Voorhees Township",39.8451,-74.955
"New Jersey","Camden County","Waterford Township",39.7415,-74.8207
"New Jersey","Camden County","Winslow Township",39.7027,-74.903
"New Jersey","Camden County","Woodlynne Borough",39.9167,-75.0958
"New Jersey","Gloucester County","Clayton Borough",39.6631,-75.0784
"New Jersey","Gloucester County","Deptford Township",39.8156,-75.1182
"New Jersey","Gloucester County","East Greenwich Township",39.7905,-75.2395
"New Jersey","Gloucester County","Elk Township",39.6654,-75.153
"New Jersey","Gloucester County","Franklin Township",39.5952,-75.0187
"New Jersey","Gloucester County","Glassboro Borough",39.7017,-75.1121
"New Jersey","Gloucester County","Greenwich Township",39.8299,-75.2897
"New Jersey","Gloucester County","Harrison Township",39.7268,-75.2076
"New Jersey","Gloucester County","Logan Township",39.7923,-75.3559
"New Jersey","Gloucester County","Mantua Township",39.7618,-75.1685
"New Jersey","Gloucester County","Monroe Township",39.66,-74.9722
"New Jersey","Gloucester County","National Park Borough",39.8677,-75.1858
"New Jersey","Gloucester County","Newfield Borough",39.5485,-75.017
"New Jersey","Gloucester County","Paulsboro Borough",39.8392,-75.2402
"New Jersey","Gloucester County","Pitman Borough",39.7334,-75.1307
"New Jersey","Gloucester County","South Harrison Township",39.6968,-75.2566
"New Jersey","Gloucester County","Swedesboro Borough",39.7458,-75.3117
"New Jersey","Gloucester County","Washington Township",39.7469,-75.0723
"New Jersey","Gloucester County","Wenonah Borough",39.7912,-75.1485
"New Jersey","Gloucester County","West Deptford Township",39.8434,-75.1847
"New Jersey","Gloucester County","Westville Borough",39.8671,-75.1283
"New Jersey","Gloucester County","Woodbury City",39.8378,-75.1525
"New Jersey","Gloucester County","Woodbury Heights Borough",39.816,-75.1512
"New Jersey","Gloucester County","Woolwich Township",39.7401,-75.317
"New Jersey","Mercer County","East Windsor Township",40.2604,-74.5294
"New Jersey","Mercer County","Ewing Township",40.2651,-74.8007
"New Jersey","Mercer County","Hamilton Township",40.2045,-74.6766
"New Jersey","Mercer County","Hightstown Borough",40.2686,-74.5253
"New Jersey","Mercer County","Hopewell Borough",40.3892,-74.7638
"New Jersey","Mercer County","Hopewell Township",40.3461,-74.8071
"New Jersey","Mercer County","Lawrence Township",40.2956,-74.7206
"New Jersey","Mercer County","Pennington Borough",40.3263,-74.7907
"New Jersey","Mercer County","Princeton Borough",40.3505,-74.6599
"New Jersey","Mercer County","Princeton Township",40.357,-74.6704
"New Jersey","Mercer County","Robbinsville Township",40.2218,-74.5914
"New Jersey","Mercer County","Trenton City",40.2238,-74.7639
"New Jersey","Mercer County","West Windsor Township",40.2896,-74.6266
"Pennsylvania","Bucks County","Bedminster Township",40.4224,-75.194
"Pennsylvania","Bucks County","Bensalem Township",40.1086,-74.9433
"Pennsylvania","Bucks County","Bridgeton Township",40.5552,-75.119
"Pennsylvania","Bucks County","Bristol Borough",40.1029,-74.853
"Pennsylvania","Bucks County","Bristol Township",40.1216,-74.8668
"Pennsylvania","Bucks County","Buckingham Township",40.3189,-75.0581
"Pennsylvania","Bucks County","Chalfont Borough",40.2893,-75.21
"Pennsylvania","Bucks County","Doylestown Borough",40.314,-75.1279
"Pennsylvania","Bucks County","Doylestown Township",40.2962,-75.1393
"Pennsylvania","Bucks County","Dublin Borough",40.3729,-75.2037
"Pennsylvania","Bucks County","Durham Township",40.5715,-75.2175
"Pennsylvania","Bucks County","East Rockhill Township",40.4084,-75.2833
"Pennsylvania","Bucks County","Falls Township",40.1686,-74.7917
"Pennsylvania","Bucks County","Haycock Township",40.4778,-75.2505
"Pennsylvania","Bucks County","Hilltown Township",40.3417,-75.2534
"Pennsylvania","Bucks County","Hulmeville Borough",40.1419,-74.9075
"Pennsylvania","Bucks County","Ivyland Borough",40.2083,-75.0733
"Pennsylvania","Bucks County","Langhorne Borough",40.1776,-74.9211
"Pennsylvania","Bucks County","Langhorne Manor Borough",40.1658,-74.9174
"Pennsylvania","Bucks County","Lower Makefield Township",40.2309,-74.855
"Pennsylvania","Bucks County","Lower Southampton Township",40.1541,-74.9902
"Pennsylvania","Bucks County","Middletown Township",40.1789,-74.9061
"Pennsylvania","Bucks County","Milford Township",40.429,-75.4153
"Pennsylvania","Bucks County","Morrisville Borough",40.2075,-74.7798
"Pennsylvania","Bucks County","New Britain Borough",40.298,-75.1807
"Pennsylvania","Bucks County","New Britain Township",40.3085,-75.2068
"Pennsylvania","Bucks County","New Hope Borough",40.3617,-74.9574
"Pennsylvania","Bucks County","Newtown Borough",40.229,-74.9323
"Pennsylvania","Bucks County","Newtown Township",40.2419,-74.9391
"Pennsylvania","Bucks County","Nockamixon Township",40.5225,-75.1725
"Pennsylvania","Bucks County","Northampton Township",40.2104,-75.0015
"Pennsylvania","Bucks County","Penndel Borough",40.1553,-74.9146
"Pennsylvania","Bucks County","Perkasie Borough",40.3722,-75.2919
"Pennsylvania","Bucks County","Plumstead Township",40.3879,-75.1164
"Pennsylvania","Bucks County","Quakertown Borough",40.4399,-75.3458
"Pennsylvania","Bucks County","Richland Township",40.4487,-75.3361
"Pennsylvania","Bucks County","Richlandtown Borough",40.4723,-75.3211
"Pennsylvania","Bucks County","Riegelsville Borough",40.5964,-75.1987
"Pennsylvania","Bucks County","Sellersville Borough",40.3598,-75.308
"Pennsylvania","Bucks County","Silverdale Borough",40.3471,-75.2719
"Pennsylvania","Bucks County","Solebury Township",40.3676,-75.0032
"Pennsylvania","Bucks County","Springfield Township",40.5247,-75.3001
"Pennsylvania","Bucks County","Telford Borough (part) *",40.3286,-75.3243
"Pennsylvania","Bucks County","Tinicum Township",40.4826,-75.1069
"Pennsylvania","Bucks County","Trumbauersville Borough",40.413,-75.3797
"Pennsylvania","Bucks County","Tullytown Borough",40.1401,-74.811
"Pennsylvania","Bucks County","Upper Makefield Township",40.2941,-74.9248
"Pennsylvania","Bucks County","Upper Southampton Township",40.1723,-75.0363
"Pennsylvania","Bucks County","Warminster Township",40.2043,-75.0915
"Pennsylvania","Bucks County","Warrington Township",40.2489,-75.158
"Pennsylvania","Bucks County","Warwick Township",40.2502,-75.0819
"Pennsylvania","Bucks County","West Rockhill Township",40.3686,-75.3488
"Pennsylvania","Bucks County","Wrightstown Township",40.2708,-74.9979
"Pennsylvania","Bucks County","Yardley Borough",40.2408,-74.8384
"Pennsylvania","Chester County","Atglen Borough",39.9476,-75.9752
"Pennsylvania","Chester County","Avondale Borough",39.8248,-75.7818
"Pennsylvania","Chester County","Birmingham Township",39.9006,-75.5991
"Pennsylvania","Chester County","Caln Township",40.0014,-75.762
"Pennsylvania","Chester County","Charlestown Township",40.0851,-75.5589
"Pennsylvania","Chester County","Coatesville City",39.985,-75.8199
"Pennsylvania","Chester County","Downingtown Borough",40.0075,-75.7023
