"Pennsylvania","Chester County","East Bradford Township",39.959,-75.6468
"Pennsylvania","Chester County","East Brandywine Township",40.0367,-75.75
"Pennsylvania","Chester County","East Caln Township",40.0147,-75.6824
"Pennsylvania","Chester County","East Coventry Township",40.2012,-75.6157
"Pennsylvania","Chester County","East Fallowfield Township",39.9507,-75.8184
"Pennsylvania","Chester County","East Goshen Township",39.9935,-75.5479
"Pennsylvania","Chester County","East Marlborough Township",39.8798,-75.7235
"Pennsylvania","Chester County","East Nantmeal Township",40.1345,-75.7386
"Pennsylvania","Chester County","East Nottingham Township",39.7625,-75.971
"Pennsylvania","Chester County","East Pikeland Township",40.1325,-75.5633
"Pennsylvania","Chester County","East Vincent Township",40.1684,-75.5946
"Pennsylvania","Chester County","East Whiteland Township",40.0473,-75.5547
"Pennsylvania","Chester County","Easttown Township",40.0282,-75.4403
"Pennsylvania","Chester County","Elk Township",39.735,-75.9092
"Pennsylvania","Chester County","Elverson Borough",40.1558,-75.8302
"Pennsylvania","Chester County","Franklin Township",39.7621,-75.825
"Pennsylvania","Chester County","Highland Township",39.9235,-75.8958
"Pennsylvania","Chester County","Honey Brook Borough",40.0937,-75.9111
"Pennsylvania","Chester County","Honey Brook Township",40.0902,-75.8887
"Pennsylvania","Chester County","Kennett Square Borough",39.8437,-75.7112
"Pennsylvania","Chester County","Kennett Township",39.8372,-75.6812
"Pennsylvania","Chester County","London Britain Township",39.7502,-75.7858
"Pennsylvania","Chester County","London Grove Township",39.8327,-75.8156
"Pennsylvania","Chester County","Londonderry Township",39.8734,-75.8793
"Pennsylvania","Chester County","Lower Oxford Township",39.8059,-75.9897
"Pennsylvania","Chester County","Malvern Borough",40.0329,-75.5145
"Pennsylvania","Chester County","Modena Borough",39.9618,-75.8023
"Pennsylvania","Chester County","New Garden Township",39.8126,-75.7518
"Pennsylvania","Chester County","New London Township",39.7741,-75.8795
"Pennsylvania","Chester County","Newlin Township",39.9239,-75.7375
"Pennsylvania","Chester County","North Coventry Township",40.2198,-75.6811
"Pennsylvania","Chester County","Oxford Borough",39.7858,-75.9802
"Pennsylvania","Chester County","Parkesburg Borough",39.9593,-75.9176
"Pennsylvania","Chester County","Penn Township",39.8225,-75.8741
"Pennsylvania","Chester County","Pennsbury Township",39.8655,-75.6235
"Pennsylvania","Chester County","Phoenixville Borough",40.1359,-75.5202
"Pennsylvania","Chester County","Pocopson Township",39.9074,-75.6637
"Pennsylvania","Chester County","Sadsbury Township",39.9786,-75.9078
"Pennsylvania","Chester County","Schuylkill Township",40.1088,-75.4984
"Pennsylvania","Chester County","South Coatesville Borough",39.969,-75.814
"Pennsylvania","Chester County","South Coventry Township",40.1804,-75.6782
"Pennsylvania","Chester County","Spring City Borough",40.1767,-75.5466
"Pennsylvania","Chester County","Thornbury Township",39.9211,-75.5552
"Pennsylvania","Chester County","Tredyffrin Township",40.0664,-75.454
"Pennsylvania","Chester County","Upper Oxford Township",39.8427,-75.9533
"Pennsylvania","Chester County","Upper Uwchlan Township",40.0817,-75.7073
"Pennsylvania","Chester County","Uwchlan Township",40.0522,-75.6678
"Pennsylvania","Chester County","Valley Township",39.9851,-75.8501
"Pennsylvania","Chester County","Wallace Township",40.0879,-75.7726
"Pennsylvania","Chester County","Warwick Township",40.1762,-75.7541
"Pennsylvania","Chester County","West Bradford Township",39.9633,-75.7158
"Pennsylvania","Chester County","West Brandywine Township",40.0412,-75.8118
"Pennsylvania","Chester County","West Caln Township",40.0237,-75.8869
"Pennsylvania","Chester County","West Chester Borough",39.96,-75.6059
"Pennsylvania","Chester County","West Fallowfield Township",39.899,-75.9572
"Pennsylvania","Chester County","West Goshen Township",39.9755,-75.5927
"Pennsylvania","Chester County","West Grove Borough",39.8211,-75.8284
"Pennsylvania","Chester County","West Marlborough Township",39.8915,-75.8056
"Pennsylvania","Chester County","West Nantmeal Township",40.1203,-75.8237
"Pennsylvania","Chester County","West Nottingham Township",39.7398,-76.054
"Pennsylvania","Chester County","West Pikeland Township",40.0883,-75.6228
"Pennsylvania","Chester County","West Sadsbury Township",39.9729,-75.9562
"Pennsylvania","Chester County","West Vincent Township",40.1257,-75.6476
"Pennsylvania","Chester County","West Whiteland Township",40.0227,-75.624
"Pennsylvania","Chester County","Westtown Township",39.9418,-75.5563
"Pennsylvania","Chester County","Willistown Township",40.001,-75.4915
"Pennsylvania","Delaware County","Aldan Borough",39.9224,-75.2881
"Pennsylvania","Delaware County","Aston Township",39.8718,-75.4348
"Pennsylvania","Delaware County","Bethel Township",39.846,-75.4886
"Pennsylvania","Delaware County","Brookhaven Borough",39.8716,-75.3918
"Pennsylvania","Delaware County","Chadds Ford Township",39.866,-75.5698
"Pennsylvania","Delaware County","Chester City",39.8454,-75.3719
"Pennsylvania","Delaware County","Chester Heights Borough",39.8926,-75.4697
"Pennsylvania","Delaware County","Chester Township",39.8504,-75.3998
"Pennsylvania","Delaware County","Clifton Heights Borough",39.9302,-75.2959
"Pennsylvania","Delaware County","Collingdale Borough",39.9151,-75.2775
"Pennsylvania","Delaware County","Colwyn Borough",39.9118,-75.2531
"Pennsylvania","Delaware County","Concord Township",39.8741,-75.5135
"Pennsylvania","Delaware County","Darby Borough",39.9209,-75.2611
"Pennsylvania","Delaware County","Darby Township",39.9028,-75.2766
"Pennsylvania","Delaware County","East Lansdowne Borough",39.944,-75.2608
"Pennsylvania","Delaware County","Eddystone Borough",39.8566,-75.3345
"Pennsylvania","Delaware County","Edgmont Township",39.9526,-75.4619
"Pennsylvania","Delaware County","Folcroft Borough",39.8891,-75.277
"Pennsylvania","Delaware County","Glenolden Borough",39.8996,-75.292
"Pennsylvania","Delaware County","Haverford Township",39.9867,-75.3164
"Pennsylvania","Delaware County","Lansdowne Borough",39.9409,-75.276
"Pennsylvania","Delaware County","Lower Chichester Township",39.8219,-75.4324
"Pennsylvania","Delaware County","Marcus Hook Borough",39.8132,-75.4164
"Pennsylvania","Delaware County","Marple Township",39.9654,-75.3657
"Pennsylvania","Delaware County","Media Borough",39.9198,-75.3889
"Pennsylvania","Delaware County","Middletown Township",39.9094,-75.4311
"Pennsylvania","Delaware County","Millbourne Borough",39.9638,-75.2527
"Pennsylvania","Delaware County","Morton Borough",39.9115,-75.3268
"Pennsylvania","Delaware County","Nether Providence Township",39.8971,-75.3698
"Pennsylvania","Delaware County","Newtown Township",39.992,-75.4107
"Pennsylvania","Delaware County","Norwood Borough",39.8864,-75.2964
"Pennsylvania","Delaware County","Parkside Borough",39.8675,-75.378
"Pennsylvania","Delaware County","Prospect Park Borough",39.8859,-75.3075
"Pennsylvania","Delaware County","Radnor Township",40.0287,-75.3675
"Pennsylvania","Delaware County","Ridley Park Borough",39.8787,-75.3251
"Pennsylvania","Delaware County","Ridley Township",39.8852,-75.3281
"Pennsylvania","Delaware County","Rose Valley Borough",39.8947,-75.3852
"Pennsylvania","Delaware County","Rutledge Borough",39.9009,-75.3276
"Pennsylvania","Delaware County","Sharon Hill Borough",39.9074,-75.2678
"Pennsylvania","Delaware County","Springfield Township",39.9282,-75.3361
"Pennsylvania","Delaware County","Swarthmore Borough",39.9022,-75.3487
"Pennsylvania","Delaware County","Thornbury Township",39.9182,-75.5162
"Pennsylvania","Delaware County","Tinicum Township",39.8643,-75.2695
"Pennsylvania","Delaware County","Trainer Borough",39.8244,-75.4034
"Pennsylvania","Delaware County","Upland Borough",39.8563,-75.3796
"Pennsylvania","Delaware County","Upper Chichester Township",39.8415,-75.4419
"Pennsylvania","Delaware County","Upper Darby Township",39.949,-75.2891
"Pennsylvania","Delaware County","Upper Providence Township",39.9376,-75.3984
"Pennsylvania","Delaware County","Yeadon Borough",39.9324,-75.2527
"Pennsylvania","Montgomery County","Abington Township",40.1108,-75.1146
"Pennsylvania","Montgomery County","Ambler Borough",40.1564,-75.2215
"Pennsylvania","Montgomery County","Bridgeport Borough",40.104,-75.3436
"Pennsylvania","Montgomery County","Bryn Athyn Borough",40.1411,-75.0674
"Pennsylvania","Montgomery County","Cheltenham Township",40.0781,-75.1382
"Pennsylvania","Montgomery County","Collegeville Borough",40.1872,-75.4581
"Pennsylvania","Montgomery County","Conshohocken Borough",40.0772,-75.3035
"Pennsylvania","Montgomery County","Douglass Township",40.3436,-75.5911
"Pennsylvania","Montgomery County","East Greenville Borough",40.4056,-75.5059
"Pennsylvania","Montgomery County","East Norriton Township",40.1506,-75.3364
"Pennsylvania","Montgomery County","Franconia Township",40.3056,-75.359
"Pennsylvania","Montgomery County","Green Lane Borough",40.3364,-75.4707
"Pennsylvania","Montgomery County","Hatboro Borough",40.1775,-75.1055
"Pennsylvania","Montgomery County","Hatfield Borough",40.2772,-75.2989
"Pennsylvania","Montgomery County","Hatfield Township",40.2757,-75.2895
"Pennsylvania","Montgomery County","Horsham Township",40.1993,-75.1665
"Pennsylvania","Montgomery County","Jenkintown Borough",40.0963,-75.1297
"Pennsylvania","Montgomery County","Lansdale Borough",40.2415,-75.2812
"Pennsylvania","Montgomery County","Limerick Township",40.2323,-75.5343
"Pennsylvania","Montgomery County","Lower Frederick Township",40.2805,-75.4814
"Pennsylvania","Montgomery County","Lower Gwynedd Township",40.188,-75.2373
"Pennsylvania","Montgomery County","Lower Merion Township",40.0282,-75.2807
"Pennsylvania","Montgomery County","Lower Moreland Township",40.1346,-75.0542
"Pennsylvania","Montgomery County","Lower Pottsgrove Township",40.2536,-75.5976
"Pennsylvania","Montgomery County","Lower Providence Township",40.1486,-75.4267
"Pennsylvania","Montgomery County","Lower Salford Township",40.264,-75.3927
"Pennsylvania","Montgomery County","Marlborough Township",40.357,-75.4494
"Pennsylvania","Montgomery County","Montgomery Township",40.2411,-75.2318
"Pennsylvania","Montgomery County","Narberth Borough",40.0078,-75.2634
"Pennsylvania","Montgomery County","New Hanover Township",40.3144,-75.5565
"Pennsylvania","Montgomery County","Norristown Borough",40.1224,-75.3399
"Pennsylvania","Montgomery County","North Wales Borough",40.2112,-75.2744
"Pennsylvania","Montgomery County","Pennsburg Borough",40.3936,-75.4964
"Pennsylvania","Montgomery County","Perkiomen Township",40.2315,-75.4643
"Pennsylvania","Montgomery County","Plymouth Township",40.1115,-75.2976
"Pennsylvania","Montgomery County","Pottstown Borough",40.2507,-75.6442
"Pennsylvania","Montgomery County","Red Hill Borough",40.3769,-75.4837
"Pennsylvania","Montgomery County","Rockledge Borough",40.0822,-75.0898
"Pennsylvania","Montgomery County","Royersford Borough",40.1862,-75.5382
"Pennsylvania","Montgomery County","Salford Township",40.3386,-75.4022
"Pennsylvania","Montgomery County","Schwenksville Borough",40.2573,-75.4663
"Pennsylvania","Montgomery County","Skippack Township",40.2165,-75.419
"Pennsylvania","Montgomery County","Souderton Borough",40.311,-75.3224
"Pennsylvania","Montgomery County","Springfield Township",40.0984,-75.2018
"Pennsylvania","Montgomery County","Telford Borough (part) *",40.3225,-75.331
"Pennsylvania","Montgomery County","Towamencin Township",40.2418,-75.3387
"Pennsylvania","Montgomery County","Trappe Borough",40.1992,-75.4754
"Pennsylvania","Montgomery County","Upper Dublin Township",40.1502,-75.1813
"Pennsylvania","Montgomery County","Upper Frederick Township",40.308,-75.5083
"Pennsylvania","Montgomery County","Upper Gwynedd Township",40.2143,-75.2891
"Pennsylvania","Montgomery County","Upper Hanover Township",40.3956,-75.5106
"Pennsylvania","Montgomery County","Upper Merion Township",40.0903,-75.3792
"Pennsylvania","Montgomery County","Upper Moreland Township",40.1572,-75.1021
"Pennsylvania","Montgomery County","Upper Pottsgrove Township",40.2822,-75.6363
"Pennsylvania","Montgomery County","Upper Providence Township",40.1654,-75.4889
"Pennsylvania","Montgomery County","Upper Salford Township",40.2952,-75.4407
"Pennsylvania","Montgomery County","West Conshohocken Borough",40.0703,-75.3189
"Pennsylvania","Montgomery County","West Norriton Township",40.131,-75.3792
"Pennsylvania","Montgomery County","West Pottsgrove Township",40.2591,-75.6733
"Pennsylvania","Montgomery County","Whitemarsh Township",40.1042,-75.2482
"Pennsylvania","Montgomery County","Whitpain Township",40.1578,-75.2768
"Pennsylvania","Montgomery County","Worcester Township",40.1899,-75.3522
"Pennsylvania","Philadelphia County","Center City Philadelphia",39.9485,-75.1568
"Pennsylvania","Philadelphia County","Far-Northeast Philadelphia",40.0846,-75.0111
"Pennsylvania","Philadelphia County","Germantown-Chestnut Hill",40.0483,-75.1929
"Pennsylvania","Philadelphia County","Kensington",39.9909,-75.0989
"Pennsylvania","Philadelphia County","Lower North Philadelphia",39.9773,-75.1624
"Pennsylvania","Philadelphia County","Near Northeast Philadelphia",40.0395,-75.0669
"Pennsylvania","Philadelphia County","Olney-Oak Lane",40.046,-75.1423
"Pennsylvania","Philadelphia County","Philadelphia City",40.0076,-75.1341
"Pennsylvania","Philadelphia County","Roxborough-Manayunk",40.0479,-75.2323
"Pennsylvania","Philadelphia County","South Philadelphia",39.9132,-75.1714
"Pennsylvania","Philadelphia County","Southwest Philadelphia",39.9044,-75.228
"Pennsylvania","Philadelphia County","Upper North Philadelphia",40.0069,-75.1518
"Pennsylvania","Philadelphia County","West Philadelphia",39.9728,-75.2225
